RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =        29067     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  306  352     0     0  con    0  1.0D+00  1.1D-01  7.222D-03  1.278D+00
  307  353     0     0  con    0  1.0D+00  1.1D-01  9.867D-03  1.278D+00
  308  354     0     0  con    0  1.0D+00  1.6D-01  2.264D-02  1.278D+00
  309  355     0     0  con    0  1.0D+00  2.1D-02  5.710D-03  1.277D+00
  310  356     0     0  con    0  1.0D+00  6.2D-02  4.678D-03  1.277D+00
  311  357     0     0  con    0  1.0D+00  7.8D-02  3.904D-03  1.277D+00
  312  358     0     0  con    0  1.0D+00  2.1D-01  4.359D-03  1.277D+00
  313  360     0     0  con    1  3.7D-01  9.3D-02  1.349D-02  1.277D+00
  314  361     0     0  con    0  1.0D+00  4.6D-02  1.147D-02  1.277D+00
  315  362     0     0  con    0  1.0D+00  2.0D-01  6.522D-03  1.277D+00
  316  363     0     0  con    0  1.0D+00  9.6D-02  5.919D-03  1.276D+00
  317  364     0     0  con    0  1.0D+00  1.8D-01  8.141D-03  1.276D+00
  318  365     0     0  con    0  1.0D+00  4.2D-02  5.160D-03  1.276D+00
  319  366     0     0  con    0  1.0D+00  2.1D-02  8.693D-03  1.276D+00
  320  367     0     0  con    0  1.0D+00  7.2D-02  1.312D-02  1.276D+00
  321  368     0     0  con    0  1.0D+00  1.6D-01  8.374D-03  1.275D+00
  322  369     0     0  con    0  1.0D+00  2.6D-01  1.574D-02  1.275D+00
  323  370     0     0  con    0  1.0D+00  4.0D-02  6.731D-03  1.275D+00
  324  371     0     0  con    0  1.0D+00  8.5D-02  4.471D-03  1.275D+00
  325  372     0     0  con    0  1.0D+00  2.8D-02  4.864D-03  1.275D+00
  326  374     0     0  con    1  1.3D-01  4.7D-02  1.404D-02  1.275D+00
  327  375     0     0  con    0  1.0D+00  9.6D-02  1.011D-02  1.274D+00
  328  376     0     0  con    0  1.0D+00  3.0D-02  3.427D-03  1.274D+00
  329  377     0     0  con    0  1.0D+00  3.8D-02  1.003D-02  1.274D+00
  330  378     0     0  con    0  1.0D+00  4.9D-02  4.659D-03  1.274D+00
  331  379     0     0  con    0  1.0D+00  1.9D-02  5.086D-03  1.274D+00
  332  380     0     0  con    0  1.0D+00  4.2D-02  4.926D-03  1.274D+00
  333  381     0     0  con    0  1.0D+00  6.0D-02  1.562D-02  1.274D+00
  334  382     0     0  con    0  1.0D+00  6.4D-02  7.251D-03  1.273D+00
  335  383     0     0  con    0  1.0D+00  3.7D-02  3.198D-03  1.273D+00
  336  384     0     0  con    0  1.0D+00  3.3D-02  2.785D-03  1.273D+00
  337  385     0     0  con    0  1.0D+00  3.9D-02  4.969D-03  1.273D+00
  338  386     0     0  con    0  1.0D+00  1.5D-01  6.411D-03  1.273D+00
  339  387     0     0  con    0  1.0D+00  2.3D-01  2.239D-02  1.273D+00
  340  388     0     0  con    0  1.0D+00  4.1D-02  8.613D-03  1.273D+00
  341  389     0     0  con    0  1.0D+00  5.2D-02  4.951D-03  1.272D+00
  342  390     0     0  con    0  1.0D+00  9.9D-02  5.226D-03  1.272D+00
  343  391     0     0  con    0  1.0D+00  2.2D-01  1.449D-02  1.272D+00
  344  392     0     0  con    0  1.0D+00  1.4D-01  9.177D-03  1.272D+00
  345  393     0     0  con    0  1.0D+00  1.5D-01  3.470D-03  1.271D+00
  346  394     0     0  con    0  1.0D+00  7.1D-02  3.518D-03  1.271D+00
  347  395     0     0  con    0  1.0D+00  1.8D-02  3.650D-03  1.271D+00
  348  396     0     0  con    0  1.0D+00  3.7D-02  5.257D-03  1.271D+00
  349  397     0     0  con    0  1.0D+00  2.2D-01  7.724D-03  1.271D+00
  350  398     0     0  con    0  1.0D+00  2.4D-01  9.713D-03  1.271D+00
  351  400     0     0  con    1  3.7D-01  1.7D-01  9.150D-03  1.270D+00
  352  401     0     0  con    0  1.0D+00  2.1D-01  1.184D-02  1.270D+00
  353  402     0     0  con    0  1.0D+00  8.5D-02  7.559D-03  1.270D+00
  354  403     0     0  con    0  1.0D+00  3.5D-02  6.950D-03  1.270D+00
  355  404     0     0  con    0  1.0D+00  2.3D-01  1.069D-02  1.270D+00
  356  406     0     0  con    1  4.7D-01  1.1D-01  8.573D-03  1.269D+00
  357  407     0     0  con    0  1.0D+00  2.2D-01  6.403D-03  1.269D+00
  358  408     0     0  con    0  1.0D+00  1.9D-01  1.442D-02  1.269D+00
  359  409     0     0  con    0  1.0D+00  1.1D-02  6.636D-03  1.269D+00
  360  410     0     0  con    0  1.0D+00  3.7D-02  6.101D-03  1.269D+00
  361  411     0     0  con    0  1.0D+00  1.3D-01  5.398D-03  1.269D+00
  362  412     0     0  con    0  1.0D+00  2.5D-01  6.639D-03  1.268D+00
  363  413     0     0  con    0  1.0D+00  2.3D-01  5.406D-03  1.268D+00
  364  415     0     0  con    1  2.4D-01  1.6D-01  9.321D-03  1.268D+00
  365  416     0     0  con    0  1.0D+00  9.3D-03  5.972D-03  1.268D+00
  366  417     0     0  con    0  1.0D+00  2.1D-02  5.737D-03  1.268D+00
  367  418     0     0  con    0  1.0D+00  1.9D-02  8.618D-03  1.268D+00
  368  419     0     0  con    0  1.0D+00  6.2D-02  1.171D-02  1.268D+00
  369  420     0     0  con    0  1.0D+00  2.3D-01  2.505D-02  1.267D+00
  370  421     0     0  con    0  1.0D+00  8.9D-02  6.862D-03  1.267D+00
  371  422     0     0  con    0  1.0D+00  1.2D-02  4.106D-03  1.267D+00
  372  423     0     0  con    0  1.0D+00  6.9D-02  4.428D-03  1.267D+00
  373  424     0     0  con    0  1.0D+00  1.2D-01  7.971D-03  1.267D+00
  374  425     0     0  con    0  1.0D+00  2.4D-01  1.071D-02  1.267D+00
  375  426     0     0  con    0  1.0D+00  3.4D-01  2.022D-02  1.266D+00
  376  427     0     0  con    0  1.0D+00  1.1D-01  8.372D-03  1.266D+00
  377  428     0     0  con    0  1.0D+00  5.6D-02  3.562D-03  1.266D+00
  378  429     0     0  con    0  1.0D+00  1.1D-02  3.748D-03  1.266D+00
  379  430     0     0  con    0  1.0D+00  2.6D-02  5.949D-03  1.266D+00
  380  431     0     0  con    0  1.0D+00  9.5D-02  5.973D-03  1.266D+00
  381  432     0     0  con    0  1.0D+00  3.0D-01  2.703D-02  1.266D+00
  382  433     0     0  con    0  1.0D+00  7.1D-02  7.252D-03  1.265D+00
  383  434     0     0  con    0  1.0D+00  1.0D-01  6.892D-03  1.265D+00
  384  435     0     0  con    0  1.0D+00  2.0D-01  1.139D-02  1.265D+00
  385  436     0     0  con    0  1.0D+00  2.3D-01  9.323D-03  1.264D+00
  386  438     0     0  con    1  4.6D-01  1.2D-01  1.631D-02  1.264D+00
  387  439     0     0  con    0  1.0D+00  7.0D-02  6.924D-03  1.264D+00
  388  440     0     0  con    0  1.0D+00  4.9D-02  4.162D-03  1.264D+00
  389  441     0     0  con    0  1.0D+00  4.0D-02  3.634D-03  1.264D+00
  390  442     0     0  con    0  1.0D+00  3.2D-02  6.911D-03  1.264D+00
  391  443     0     0  con    0  1.0D+00  7.8D-02  4.463D-03  1.263D+00
  392  445     0     0  con    1  2.4D-01  2.5D-02  1.684D-02  1.263D+00
  393  446     0     0  con    0  1.0D+00  1.9D-01  6.541D-03  1.263D+00
  394  447     0     0  con    0  1.0D+00  2.5D-01  4.253D-03  1.263D+00
  395  448     0     0  con    0  1.0D+00  1.4D-01  5.816D-03  1.263D+00
  396  449     0     0  con    0  1.0D+00  3.1D-01  9.559D-03  1.263D+00
  397  450     0     0  con    0  1.0D+00  4.2D-01  9.592D-03  1.262D+00
  398  452     0     0  con    1  3.6D-01  2.1D-01  2.306D-02  1.262D+00
  399  453     0     0  con    0  1.0D+00  4.8D-01  7.075D-03  1.262D+00
  400  454     0     0  con    0  1.0D+00  3.0D-02  3.876D-03  1.262D+00
  401  455     0     0  con    0  1.0D+00  3.9D-02  5.146D-03  1.262D+00
  402  456     0     0  con    0  1.0D+00  1.4D-01  4.954D-03  1.261D+00
  403  458     0     0  con    1  1.8D-01  1.9D-01  1.182D-02  1.261D+00
  404  459     0     0  con    0  1.0D+00  3.8D-01  4.553D-03  1.261D+00
  405  460     0     0  con    0  1.0D+00  2.8D-01  4.358D-03  1.261D+00
  406  461     0     0  con    0  1.0D+00  3.0D-01  9.929D-03  1.261D+00
  407  462     0     0  con    0  1.0D+00  4.1D-02  4.348D-03  1.261D+00
  408  463     0     0  con    0  1.0D+00  2.1D-01  4.830D-03  1.260D+00
  409  464     0     0  con    0  1.0D+00  8.0D-02  1.895D-02  1.260D+00
  410  465     0     0  con    0  1.0D+00  1.8D-02  5.595D-03  1.260D+00
  411  466     0     0  con    0  1.0D+00  7.6D-02  6.659D-03  1.260D+00
  412  467     0     0  con    0  1.0D+00  1.2D-01  7.414D-03  1.259D+00
  413  468     0     0  con    0  1.0D+00  2.5D-01  1.018D-02  1.259D+00
  414  470     0     0  con    1  2.5D-01  1.9D-01  9.974D-03  1.259D+00
  415  471     0     0  con    0  1.0D+00  1.7D-01  5.399D-03  1.259D+00
  416  473     0     0  con    1  5.0D-01  4.5D-01  1.081D-02  1.258D+00
  417  474     0     0  con    0  1.0D+00  1.1D-01  4.741D-03  1.258D+00
  418  475     0     0  con    0  1.0D+00  1.1D-01  3.148D-03  1.258D+00
  419  476     0     0  con    0  1.0D+00  1.6D-01  5.087D-03  1.258D+00
  420  477     0     0  con    0  1.0D+00  8.4D-02  6.066D-03  1.258D+00
  421  478     0     0  con    0  1.0D+00  7.5D-02  6.579D-03  1.258D+00
  422  479     0     0  con    0  1.0D+00  6.1D-01  1.962D-02  1.258D+00
  423  480     0     0  con    0  1.0D+00  3.3D-01  8.380D-03  1.257D+00
  424  481     0     0  con    0  1.0D+00  9.8D-02  1.457D-02  1.257D+00
  425  482     0     0  con    0  1.0D+00  9.7D-02  1.373D-02  1.257D+00
  426  483     0     0  con    0  1.0D+00  9.1D-02  9.723D-03  1.257D+00
  427  484     0     0  con    0  1.0D+00  1.4D-01  5.802D-03  1.256D+00
  428  485     0     0  con    0  1.0D+00  1.2D-01  5.049D-03  1.256D+00
  429  486     0     0  con    0  1.0D+00  7.3D-02  1.794D-02  1.256D+00
  430  487     0     0  con    0  1.0D+00  9.7D-02  4.287D-03  1.256D+00
  431  488     0     0  con    0  1.0D+00  1.3D-02  5.272D-03  1.256D+00
  432  489     0     0  con    0  1.0D+00  3.7D-02  1.440D-02  1.256D+00
  433  490     0     0  con    0  1.0D+00  7.6D-02  1.782D-02  1.256D+00
  434  491     0     0  con    0  1.0D+00  1.2D-01  1.585D-02  1.256D+00
  435  492     0     0  con    0  1.0D+00  1.9D-01  1.891D-02  1.256D+00
  436  493     0     0  con    0  1.0D+00  3.6D-01  1.434D-02  1.255D+00
  437  494     0     0  con    0  1.0D+00  8.7D-02  8.925D-03  1.255D+00
  438  495     0     0  con    0  1.0D+00  9.0D-02  1.203D-02  1.255D+00
  439  496     0     0  con    0  1.0D+00  1.1D-01  1.267D-02  1.254D+00
  440  497     0     0  con    0  1.0D+00  3.0D-01  1.813D-02  1.254D+00
  441  498     0     0  con    0  1.0D+00  4.6D-01  1.168D-02  1.253D+00
  442  499     0     0  con    0  1.0D+00  1.3D-01  9.023D-03  1.253D+00
  443  500     0     0  con    0  1.0D+00  7.9D-02  8.549D-03  1.253D+00
  444  501     0     0  con    0  1.0D+00  5.2D-02  1.092D-02  1.253D+00
  445  502     0     0  con    0  1.0D+00  1.7D-01  1.760D-02  1.253D+00
  446  503     0     0  con    0  1.0D+00  9.7D-02  5.350D-03  1.253D+00
  447  504     0     0  con    0  1.0D+00  2.6D-02  7.497D-03  1.253D+00
  448  505     0     0  con    0  1.0D+00  1.2D-01  1.395D-02  1.252D+00
  449  506     0     0  con    0  1.0D+00  1.7D-01  1.714D-02  1.251D+00
  450  507     0     0  con    0  1.0D+00  3.6D-01  2.688D-02  1.251D+00
  451  508     0     0  con    0  1.0D+00  9.7D-02  9.295D-03  1.250D+00
  452  509     0     0  con    0  1.0D+00  4.4D-02  6.217D-03  1.250D+00
  453  510     0     0  con    0  1.0D+00  2.1D-01  3.445D-02  1.250D+00
  454  511     0     0  con    0  1.0D+00  4.1D-02  1.024D-02  1.249D+00
  455  512     0     0  con    0  1.0D+00  7.7D-02  5.115D-03  1.249D+00
  456  513     0     0  con    0  1.0D+00  2.0D-01  8.071D-03  1.249D+00
  457  514     0     0  con    0  1.0D+00  1.2D-01  6.624D-03  1.249D+00
  458  515     0     0  con    0  1.0D+00  1.5D-01  7.084D-03  1.249D+00
  459  516     0     0  con    0  1.0D+00  1.9D-01  9.639D-03  1.249D+00
  460  517     0     0  con    0  1.0D+00  9.2D-02  9.444D-03  1.248D+00
  461  519     0     0  con    1  4.9D-01  1.6D-01  1.348D-02  1.248D+00
  462  521     0     0  con    1  5.2D-01  1.0D-01  2.421D-02  1.248D+00
  463  522     0     0  con    0  1.0D+00  9.9D-02  1.104D-02  1.248D+00
  464  523     0     0  con    0  1.0D+00  1.1D-01  6.857D-03  1.248D+00
  465  524     0     0  con    0  1.0D+00  1.0D-01  1.225D-02  1.247D+00
  466  525     0     0  con    0  1.0D+00  1.4D-01  1.883D-02  1.247D+00
  467  526     0     0  con    0  1.0D+00  1.4D-01  1.551D-02  1.247D+00
  468  528     0     0  con    1  7.2D-02  1.5D-01  2.365D-02  1.246D+00
  469  529     0     0  con    0  1.0D+00  7.5D-02  8.146D-03  1.246D+00
  470  530     0     0  con    0  1.0D+00  8.0D-02  1.039D-02  1.246D+00
  471  531     0     0  con    0  1.0D+00  6.6D-02  1.636D-02  1.246D+00
  472  532     0     0  con    0  1.0D+00  8.6D-02  2.082D-02  1.246D+00
  473  533     0     0  con    0  1.0D+00  9.9D-02  2.272D-02  1.246D+00
  474  534     0     0  con    0  1.0D+00  1.6D-01  2.197D-02  1.245D+00
  475  535     0     0  con    0  1.0D+00  2.1D-01  5.964D-03  1.245D+00
  476  536     0     0  con    0  1.0D+00  1.8D-01  1.023D-02  1.245D+00
  477  537     0     0  con    0  1.0D+00  3.2D-01  9.712D-03  1.245D+00
  478  538     0     0  con    0  1.0D+00  9.3D-02  6.086D-03  1.244D+00
  479  539     0     0  con    0  1.0D+00  8.3D-02  8.700D-03  1.244D+00
  480  540     0     0  con    0  1.0D+00  9.8D-02  1.999D-02  1.244D+00
  481  541     0     0  con    0  1.0D+00  1.6D-01  2.648D-02  1.244D+00
  482  542     0     0  con    0  1.0D+00  1.5D-01  2.116D-02  1.243D+00
  483  544     0     0  con    1  4.4D-01  2.0D-01  3.029D-02  1.243D+00
  484  545     0     0  con    0  1.0D+00  3.8D-01  3.278D-02  1.243D+00
  485  546     0     0  con    0  1.0D+00  2.5D-01  1.140D-02  1.243D+00
  486  547     0     0  con    0  1.0D+00  6.0D-02  8.838D-03  1.242D+00
  487  548     0     0  con    0  1.0D+00  5.9D-02  1.196D-02  1.242D+00
  488  549     0     0  con    0  1.0D+00  7.8D-02  8.631D-03  1.242D+00
  489  550     0     0  con    0  1.0D+00  8.0D-02  5.861D-03  1.242D+00
  490  551     0     0  con    0  1.0D+00  2.3D-01  1.239D-02  1.242D+00
  491  552     0     0  con    0  1.0D+00  2.1D-01  1.317D-02  1.241D+00
  492  553     0     0  con    0  1.0D+00  7.0D-02  6.955D-03  1.241D+00
  493  554     0     0  con    0  1.0D+00  1.1D-01  5.023D-03  1.241D+00
  494  555     0     0  con    0  1.0D+00  4.8D-02  5.681D-03  1.241D+00
  495  556     0     0  con    0  1.0D+00  8.9D-02  5.603D-03  1.240D+00
  496  557     0     0  con    0  1.0D+00  2.0D-01  2.243D-02  1.240D+00
  497  558     0     0  con    0  1.0D+00  1.1D-01  1.221D-02  1.240D+00
  498  559     0     0  con    0  1.0D+00  1.2D-01  5.884D-03  1.239D+00
  499  560     0     0  con    0  1.0D+00  2.9D-02  8.025D-03  1.239D+00
  500  561     0     0  con    0  1.0D+00  5.6D-02  1.850D-02  1.239D+00
  501  562     0     0  con    0  1.0D+00  9.4D-02  1.532D-02  1.238D+00
  502  563     0     0  con    0  1.0D+00  1.6D-01  2.264D-02  1.238D+00
  503  564     0     0  con    0  1.0D+00  3.6D-01  2.031D-02  1.238D+00
  504  565     0     0  con    0  1.0D+00  9.2D-02  5.440D-03  1.238D+00
  505  566     0     0  con    0  1.0D+00  2.7D-02  5.866D-03  1.238D+00
  506  567     0     0  con    0  1.0D+00  1.3D-01  7.355D-03  1.237D+00
  507  568     0     0  con    0  1.0D+00  4.8D-01  3.754D-02  1.237D+00
  508  569     0     0  con    0  1.0D+00  2.3D-01  1.216D-02  1.236D+00
  509  570     0     0  con    0  1.0D+00  6.4D-02  7.425D-03  1.235D+00
  510  571     0     0  con    0  1.0D+00  1.8D-01  9.554D-03  1.235D+00
  511  572     0     0  con    0  1.0D+00  1.1D-01  2.267D-02  1.235D+00
  512  573     0     0  con    0  1.0D+00  5.8D-02  9.917D-03  1.234D+00
  513  574     0     0  con    0  1.0D+00  8.4D-02  8.412D-03  1.234D+00
  514  575     0     0  con    0  1.0D+00  1.6D-01  1.666D-02  1.233D+00
  515  576     0     0  con    0  1.0D+00  2.3D-01  2.292D-02  1.233D+00
  516  578     0     0  con    1  4.0D-01  9.8D-02  1.702D-02  1.232D+00
  517  579     0     0  con    0  1.0D+00  1.4D-01  5.922D-03  1.232D+00
  518  580     0     0  con    0  1.0D+00  1.1D-01  8.111D-03  1.232D+00
  519  581     0     0  con    0  1.0D+00  1.6D-01  1.013D-02  1.232D+00
  520  582     0     0  con    0  1.0D+00  3.5D-01  3.091D-02  1.231D+00
  521  583     0     0  con    0  1.0D+00  4.1D-01  1.059D-02  1.231D+00
  522  584     0     0  con    0  1.0D+00  1.8D-01  8.913D-03  1.230D+00
  523  585     0     0  con    0  1.0D+00  1.5D-01  8.882D-03  1.230D+00
  524  586     0     0  con    0  1.0D+00  7.4D-02  9.981D-03  1.230D+00
  525  587     0     0  con    0  1.0D+00  4.3D-01  2.861D-02  1.229D+00
  526  588     0     0  con    0  1.0D+00  1.7D-01  7.886D-03  1.229D+00
  527  589     0     0  con    0  1.0D+00  2.6D-01  8.905D-03  1.228D+00
  528  590     0     0  con    0  1.0D+00  2.2D-01  1.292D-02  1.228D+00
  529  591     0     0  con    0  1.0D+00  7.3D-02  2.265D-02  1.227D+00
  530  592     0     0  con    0  1.0D+00  2.5D-01  8.316D-03  1.227D+00
  531  593     0     0  con    0  1.0D+00  1.8D-01  7.821D-03  1.227D+00
  532  595     0     0  con    1  1.9D-01  3.8D-02  9.051D-03  1.227D+00
  533  596     0     0  con    0  1.0D+00  1.0D-01  8.327D-03  1.227D+00
  534  597     0     0  con    0  1.0D+00  4.7D-01  7.407D-03  1.225D+00
  535  598     0     0  con    0  1.0D+00  8.2D-01  1.100D-02  1.223D+00
  536  600     0     0  con    1  3.6D-01  2.2D-01  1.007D-02  1.223D+00
  537  601     0     0  con    0  1.0D+00  1.1D-01  5.560D-03  1.222D+00
  538  602     0     0  con    0  1.0D+00  8.2D-02  2.970D-02  1.222D+00
  539  603     0     0  con    0  1.0D+00  4.9D-02  9.716D-03  1.222D+00
  540  604     0     0  con    0  1.0D+00  5.4D-02  5.409D-03  1.221D+00
  541  605     0     0  con    0  1.0D+00  3.0D-01  1.786D-02  1.221D+00
  542  606     0     0  con    0  1.0D+00  2.9D-01  1.679D-02  1.220D+00
  543  607     0     0  con    0  1.0D+00  3.2D-01  2.196D-02  1.220D+00
  544  608     0     0  con    0  1.0D+00  2.4D-01  1.346D-02  1.219D+00
  545  609     0     0  con    0  1.0D+00  2.0D-02  1.507D-02  1.219D+00
  546  610     0     0  con    0  1.0D+00  6.4D-02  6.834D-03  1.218D+00
  547  611     0     0  con    0  1.0D+00  4.2D-02  5.307D-03  1.218D+00
  548  612     0     0  con    0  1.0D+00  3.1D-02  5.609D-03  1.218D+00
  549  613     0     0  con    0  1.0D+00  8.0D-02  1.195D-02  1.218D+00
  550  614     0     0  con    0  1.0D+00  1.0D-01  1.475D-02  1.217D+00
  551  616     0     0  con    1  4.7D-02  8.8D-02  2.720D-02  1.217D+00
  552  617     0     0  con    0  1.0D+00  1.1D-01  1.919D-02  1.216D+00
  553  618     0     0  con    0  1.0D+00  1.6D-01  9.555D-03  1.216D+00
  554  619     0     0  con    0  1.0D+00  2.0D-01  9.036D-03  1.216D+00
  555  620     0     0  con    0  1.0D+00  1.5D-01  1.018D-02  1.215D+00
  556  621     0     0  con    0  1.0D+00  3.9D-01  2.553D-02  1.215D+00
  557  622     0     0  con    0  1.0D+00  2.9D-01  1.390D-02  1.214D+00
  558  623     0     0  con    0  1.0D+00  1.4D-01  1.058D-02  1.213D+00
  559  624     0     0  con    0  1.0D+00  3.4D-01  2.984D-02  1.212D+00
  560  625     0     0  con    0  1.0D+00  2.4D-01  7.841D-03  1.211D+00
  561  626     0     0  con    0  1.0D+00  9.3D-02  7.194D-03  1.211D+00
  562  627     0     0  con    0  1.0D+00  1.4D-01  1.662D-02  1.210D+00
  563  629     0     0  con    1  2.9D-01  1.4D-01  1.193D-02  1.210D+00
  564  630     0     0  con    0  1.0D+00  1.4D-01  7.503D-03  1.209D+00
  565  631     0     0  con    0  1.0D+00  1.9D-01  7.940D-03  1.209D+00
  566  632     0     0  con    0  1.0D+00  9.8D-02  6.002D-03  1.209D+00
  567  633     0     0  con    0  1.0D+00  2.6D-01  9.514D-03  1.209D+00
  568  635     0     0  con    1  1.2D-01  4.6D-02  1.008D-02  1.209D+00
  569  636     0     0  con    0  1.0D+00  1.1D-01  8.714D-03  1.208D+00
  570  637     0     0  con    0  1.0D+00  2.8D-01  8.151D-03  1.207D+00
  571  638     0     0  con    0  1.0D+00  1.8D-01  9.503D-03  1.206D+00
  572  639     0     0  con    0  1.0D+00  3.4D-01  2.598D-02  1.206D+00
  573  640     0     0  con    0  1.0D+00  1.3D-01  9.012D-03  1.205D+00
  574  641     0     0  con    0  1.0D+00  3.2D-02  8.347D-03  1.205D+00
  575  642     0     0  con    0  1.0D+00  1.1D-01  1.082D-02  1.204D+00
  576  643     0     0  con    0  1.0D+00  9.3D-02  9.847D-03  1.204D+00
  577  644     0     0  con    0  1.0D+00  2.6D-01  1.398D-02  1.204D+00
  578  645     0     0  con    0  1.0D+00  2.4D-01  8.090D-03  1.203D+00
  579  646     0     0  con    0  1.0D+00  2.9D-01  5.438D-03  1.203D+00
  580  647     0     0  con    0  1.0D+00  4.1D-01  7.563D-03  1.202D+00
  581  648     0     0  con    0  1.0D+00  4.9D-01  1.052D-02  1.202D+00
  582  650     0     0  con    1  4.2D-01  2.6D-01  2.085D-02  1.201D+00
  583  651     0     0  con    0  1.0D+00  2.5D-02  8.841D-03  1.201D+00
  584  652     0     0  con    0  1.0D+00  1.3D-01  1.036D-02  1.201D+00
  585  653     0     0  con    0  1.0D+00  8.1D-02  1.105D-02  1.200D+00
  586  654     0     0  con    0  1.0D+00  9.2D-02  2.109D-02  1.199D+00
  587  656     0     0  con    1  4.5D-01  4.9D-02  1.212D-02  1.199D+00
  588  657     0     0  con    0  1.0D+00  1.9D-01  7.223D-03  1.198D+00
  589  658     0     0  con    0  1.0D+00  2.0D-01  8.639D-03  1.198D+00
  590  659     0     0  con    0  1.0D+00  1.7D-01  1.256D-02  1.197D+00
  591  660     0     0  con    0  1.0D+00  2.8D-01  2.104D-02  1.197D+00
  592  661     0     0  con    0  1.0D+00  5.5D-01  1.948D-02  1.196D+00
  593  662     0     0  con    0  1.0D+00  4.3D-01  3.632D-02  1.195D+00
  594  663     0     0  con    0  1.0D+00  3.9D-01  1.815D-02  1.195D+00
  595  664     0     0  con    0  1.0D+00  2.3D-01  8.550D-03  1.194D+00
  596  665     0     0  con    0  1.0D+00  1.2D-01  8.696D-03  1.194D+00
  597  666     0     0  con    0  1.0D+00  1.2D-01  1.780D-02  1.194D+00
  598  667     0     0  con    0  1.0D+00  9.6D-02  2.043D-02  1.193D+00
  599  669     0     0  con    1  3.6D-01  8.7D-02  9.112D-03  1.193D+00
  600  670     0     0  con    0  1.0D+00  2.9D-01  7.078D-03  1.192D+00
  601  671     0     0  con    0  1.0D+00  1.4D-01  5.134D-03  1.192D+00
  602  672     0     0  con    0  1.0D+00  8.7D-02  7.270D-03  1.192D+00
  603  673     0     0  con    0  1.0D+00  8.6D-02  1.190D-02  1.192D+00
  604  674     0     0  con    0  1.0D+00  5.8D-02  1.324D-02  1.191D+00
  605  675     0     0  con    0  1.0D+00  8.5D-02  1.336D-02  1.191D+00
  606  676     0     0  con    0  1.0D+00  1.8D-01  9.499D-03  1.190D+00
  607  677     0     0  con    0  1.0D+00  9.1D-02  5.698D-03  1.190D+00
  608  678     0     0  con    0  1.0D+00  5.0D-02  1.368D-02  1.190D+00
  609  679     0     0  con    0  1.0D+00  3.0D-01  9.137D-03  1.189D+00
  610  680     0     0  con    0  1.0D+00  2.8D-01  1.592D-02  1.189D+00
  611  681     0     0  con    0  1.0D+00  2.2D-01  1.335D-02  1.189D+00
  612  682     0     0  con    0  1.0D+00  2.4D-01  1.401D-02  1.189D+00
  613  683     0     0  con    0  1.0D+00  9.0D-03  9.373D-03  1.188D+00
  614  684     0     0  con    0  1.0D+00  3.8D-02  1.074D-02  1.188D+00
  615  685     0     0  con    0  1.0D+00  5.0D-02  1.089D-02  1.188D+00
