RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =        29067     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 5656 6264     0     0  con    0  1.0D+00  5.6D-02  6.904D-04  7.773D-01
 5657 6266     0     0  con    1  3.1D-01  2.2D-02  4.855D-04  7.773D-01
 5658 6267     0     0  con    0  1.0D+00  6.8D-03  3.136D-04  7.773D-01
 5659 6268     0     0  con    0  1.0D+00  2.2D-02  1.962D-04  7.773D-01
 5660 6269     0     0  con    0  1.0D+00  2.9D-02  4.938D-04  7.773D-01
 5661 6270     0     0  con    0  1.0D+00  3.0D-02  5.140D-04  7.773D-01
 5662 6271     0     0  con    0  1.0D+00  2.1D-02  3.386D-04  7.773D-01
 5663 6272     0     0  con    0  1.0D+00  9.9D-03  2.086D-04  7.773D-01
 5664 6273     0     0  con    0  1.0D+00  3.9D-02  2.281D-04  7.773D-01
 5665 6274     0     0  con    0  1.0D+00  2.1D-02  7.651D-04  7.773D-01
 5666 6275     0     0  con    0  1.0D+00  4.1D-02  5.062D-04  7.773D-01
 5667 6276     0     0  con    0  1.0D+00  2.7D-02  5.920D-04  7.772D-01
 5668 6278     0     0  con    1  1.9D-01  1.4D-02  7.406D-04  7.772D-01
 5669 6279     0     0  con    0  1.0D+00  1.2D-02  5.402D-04  7.772D-01
 5670 6280     0     0  con    0  1.0D+00  5.6D-02  1.579D-03  7.772D-01
 5671 6281     0     0  con    0  1.0D+00  3.1D-02  4.090D-04  7.772D-01
 5672 6282     0     0  con    0  1.0D+00  2.2D-03  1.287D-04  7.772D-01
 5673 6283     0     0  con    0  1.0D+00  2.4D-02  5.621D-04  7.772D-01
 5674 6285     0     0  con    1  4.1D-01  3.6D-02  8.114D-04  7.772D-01
 5675 6286     0     0  con    0  1.0D+00  4.4D-02  5.258D-04  7.772D-01
 5676 6287     0     0  con    0  1.0D+00  7.3D-02  2.323D-04  7.772D-01
 5677 6288     0     0  con    0  1.0D+00  5.9D-02  2.734D-04  7.772D-01
 5678 6289     0     0  con    0  1.0D+00  5.5D-02  2.713D-04  7.772D-01
 5679 6290     0     0  con    0  1.0D+00  5.7D-02  1.393D-03  7.772D-01
 5680 6291     0     0  con    0  1.0D+00  8.3D-03  2.654D-04  7.772D-01
 5681 6292     0     0  con    0  1.0D+00  1.4D-02  1.614D-04  7.772D-01
 5682 6293     0     0  con    0  1.0D+00  6.2D-03  1.553D-04  7.772D-01
 5683 6294     0     0  con    0  1.0D+00  1.3D-02  5.364D-04  7.772D-01
 5684 6296     0     0  con    1  3.9D-01  5.2D-02  6.698D-04  7.772D-01
 5685 6297     0     0  con    0  1.0D+00  8.8D-02  5.612D-04  7.772D-01
 5686 6298     0     0  con    0  1.0D+00  4.0D-02  2.747D-04  7.772D-01
 5687 6299     0     0  con    0  1.0D+00  1.1D-02  2.260D-04  7.772D-01
 5688 6300     0     0  con    0  1.0D+00  3.7D-02  2.650D-04  7.771D-01
 5689 6301     0     0  con    0  1.0D+00  4.3D-02  2.539D-04  7.771D-01
 5690 6303     0     0  con    1  4.6D-01  4.9D-02  7.708D-04  7.771D-01
 5691 6304     0     0  con    0  1.0D+00  3.4D-02  2.114D-04  7.771D-01
 5692 6305     0     0  con    0  1.0D+00  7.9D-03  2.618D-04  7.771D-01
 5693 6306     0     0  con    0  1.0D+00  3.3D-02  3.465D-04  7.771D-01
 5694 6307     0     0  con    0  1.0D+00  8.5D-02  5.656D-04  7.771D-01
 5695 6308     0     0  con    0  1.0D+00  4.9D-02  6.149D-04  7.771D-01
 5696 6309     0     0  con    0  1.0D+00  1.6D-02  6.671D-04  7.771D-01
 5697 6310     0     0  con    0  1.0D+00  1.8D-02  3.678D-04  7.771D-01
 5698 6311     0     0  con    0  1.0D+00  1.5D-02  3.899D-04  7.771D-01
 5699 6312     0     0  con    0  1.0D+00  1.3D-02  5.022D-04  7.771D-01
 5700 6313     0     0  con    0  1.0D+00  2.4D-02  5.675D-04  7.771D-01
 5701 6315     0     0  con    1  1.4D-01  2.2D-02  4.588D-04  7.771D-01
 5702 6316     0     0  con    0  1.0D+00  5.8D-02  1.615D-04  7.771D-01
 5703 6317     0     0  con    0  1.0D+00  7.1D-02  6.664D-04  7.771D-01
 5704 6318     0     0  con    0  1.0D+00  7.6D-03  3.937D-04  7.771D-01
 5705 6319     0     0  con    0  1.0D+00  2.1D-02  4.560D-04  7.771D-01
 5706 6320     0     0  con    0  1.0D+00  3.2D-02  4.356D-04  7.771D-01
 5707 6321     0     0  con    0  1.0D+00  7.0D-02  4.453D-04  7.771D-01
 5708 6323     0     0  con    1  2.9D-01  7.7D-02  7.924D-04  7.771D-01
 5709 6324     0     0  con    0  1.0D+00  6.7D-02  4.505D-04  7.771D-01
 5710 6325     0     0  con    0  1.0D+00  5.6D-02  1.377D-04  7.771D-01
 5711 6326     0     0  con    0  1.0D+00  2.2D-02  2.736D-04  7.771D-01
 5712 6327     0     0  con    0  1.0D+00  3.4D-02  7.655D-04  7.771D-01
 5713 6328     0     0  con    0  1.0D+00  2.2D-02  1.777D-04  7.771D-01
 5714 6329     0     0  con    0  1.0D+00  3.4D-03  2.319D-04  7.771D-01
 5715 6330     0     0  con    0  1.0D+00  3.7D-03  3.482D-04  7.771D-01
 5716 6331     0     0  con    0  1.0D+00  6.7D-03  5.947D-04  7.771D-01
 5717 6332     0     0  con    0  1.0D+00  5.8D-02  4.872D-04  7.771D-01
 5718 6333     0     0  con    0  1.0D+00  4.6D-02  2.821D-04  7.770D-01
 5719 6334     0     0  con    0  1.0D+00  5.8D-03  2.004D-04  7.770D-01
 5720 6335     0     0  con    0  1.0D+00  1.7D-02  2.273D-04  7.770D-01
 5721 6336     0     0  con    0  1.0D+00  2.3D-02  1.459D-03  7.770D-01
 5722 6337     0     0  con    0  1.0D+00  7.9D-03  4.501D-04  7.770D-01
 5723 6338     0     0  con    0  1.0D+00  7.3D-03  2.572D-04  7.770D-01
 5724 6339     0     0  con    0  1.0D+00  1.6D-02  2.794D-04  7.770D-01
 5725 6340     0     0  con    0  1.0D+00  2.3D-02  2.346D-04  7.770D-01
 5726 6342     0     0  con    1  1.1D-01  3.1D-03  5.044D-04  7.770D-01
 5727 6343     0     0  con    0  1.0D+00  2.3D-02  4.566D-04  7.770D-01
 5728 6345     0     0  con    1  5.2D-01  2.0D-02  1.079D-04  7.770D-01
 5729 6346     0     0  con    0  1.0D+00  2.0D-02  1.737D-04  7.770D-01
 5730 6347     0     0  con    0  1.0D+00  9.0D-03  3.502D-04  7.770D-01
 5731 6348     0     0  con    0  1.0D+00  1.0D-02  1.622D-04  7.770D-01
 5732 6349     0     0  con    0  1.0D+00  2.4D-02  6.238D-04  7.770D-01
 5733 6350     0     0  con    0  1.0D+00  4.5D-02  5.767D-04  7.770D-01
 5734 6351     0     0  con    0  1.0D+00  1.1D-02  1.364D-04  7.770D-01
 5735 6352     0     0  con    0  1.0D+00  6.5D-03  2.062D-04  7.770D-01
 5736 6353     0     0  con    0  1.0D+00  2.1D-02  2.167D-04  7.770D-01
 5737 6354     0     0  con    0  1.0D+00  5.1D-02  4.172D-04  7.770D-01
 5738 6356     0     0  con    1  1.1D-01  1.1D-02  5.073D-04  7.770D-01
 5739 6357     0     0  con    0  1.0D+00  6.9D-02  2.551D-04  7.770D-01
 5740 6358     0     0  con    0  1.0D+00  4.8D-02  2.310D-04  7.770D-01
 5741 6359     0     0  con    0  1.0D+00  7.1D-02  3.551D-04  7.770D-01
 5742 6360     0     0  con    0  1.0D+00  6.6D-02  5.231D-04  7.770D-01
 5743 6361     0     0  con    0  1.0D+00  1.1D-02  1.823D-04  7.769D-01
 5744 6362     0     0  con    0  1.0D+00  3.8D-03  2.082D-04  7.769D-01
 5745 6363     0     0  con    0  1.0D+00  2.3D-02  1.195D-03  7.769D-01
 5746 6364     0     0  con    0  1.0D+00  4.9D-02  4.489D-04  7.769D-01
 5747 6365     0     0  con    0  1.0D+00  2.6D-02  3.119D-04  7.769D-01
 5748 6366     0     0  con    0  1.0D+00  6.8D-02  1.703D-04  7.769D-01
 5749 6367     0     0  con    0  1.0D+00  6.0D-02  3.147D-04  7.769D-01
 5750 6369     0     0  con    1  4.0D-01  5.5D-02  1.578D-03  7.769D-01
 5751 6370     0     0  con    0  1.0D+00  9.2D-02  5.890D-04  7.769D-01
 5752 6371     0     0  con    0  1.0D+00  3.0D-02  3.204D-04  7.769D-01
 5753 6372     0     0  con    0  1.0D+00  1.5D-02  2.349D-04  7.769D-01
 5754 6373     0     0  con    0  1.0D+00  1.9D-02  3.295D-04  7.769D-01
 5755 6374     0     0  con    0  1.0D+00  5.6D-02  3.736D-04  7.769D-01
 5756 6375     0     0  con    0  1.0D+00  1.1D-01  5.377D-04  7.769D-01
 5757 6377     0     0  con    1  1.1D-01  1.5D-02  4.823D-04  7.769D-01
 5758 6378     0     0  con    0  1.0D+00  6.6D-02  2.530D-04  7.769D-01
 5759 6379     0     0  con    0  1.0D+00  5.3D-02  1.917D-04  7.769D-01
 5760 6380     0     0  con    0  1.0D+00  7.3D-02  1.841D-04  7.769D-01
 5761 6382     0     0  con    1  1.6D-01  1.4D-02  6.431D-04  7.768D-01
 5762 6383     0     0  con    0  1.0D+00  4.0D-02  2.342D-04  7.768D-01
 5763 6384     0     0  con    0  1.0D+00  5.4D-03  1.978D-04  7.768D-01
 5764 6385     0     0  con    0  1.0D+00  2.9D-02  1.902D-04  7.768D-01
 5765 6387     0     0  con    1  4.7D-01  2.7D-02  7.089D-04  7.768D-01
 5766 6388     0     0  con    0  1.0D+00  3.5D-02  4.128D-04  7.768D-01
 5767 6389     0     0  con    0  1.0D+00  7.1D-02  1.415D-04  7.768D-01
 5768 6390     0     0  con    0  1.0D+00  2.4D-02  2.077D-04  7.768D-01
 5769 6391     0     0  con    0  1.0D+00  6.9D-02  9.518D-04  7.768D-01
 5770 6392     0     0  con    0  1.0D+00  1.3D-02  2.471D-04  7.768D-01
 5771 6393     0     0  con    0  1.0D+00  1.4D-02  1.699D-04  7.768D-01
 5772 6394     0     0  con    0  1.0D+00  1.7D-02  2.286D-04  7.768D-01
 5773 6395     0     0  con    0  1.0D+00  4.9D-02  1.476D-03  7.768D-01
 5774 6396     0     0  con    0  1.0D+00  1.2D-02  6.897D-04  7.768D-01
 5775 6397     0     0  con    0  1.0D+00  2.0D-02  1.891D-04  7.768D-01
 5776 6398     0     0  con    0  1.0D+00  2.8D-02  2.111D-04  7.768D-01
 5777 6399     0     0  con    0  1.0D+00  2.4D-02  2.706D-04  7.768D-01
 5778 6400     0     0  con    0  1.0D+00  3.7D-02  3.639D-04  7.768D-01
 5779 6402     0     0  con    1  1.7D-01  2.5D-02  4.716D-04  7.768D-01
 5780 6403     0     0  con    0  1.0D+00  9.5D-02  8.141D-04  7.768D-01
 5781 6404     0     0  con    0  1.0D+00  4.1D-02  5.699D-04  7.768D-01
 5782 6405     0     0  con    0  1.0D+00  2.9D-02  3.537D-04  7.768D-01
 5783 6406     0     0  con    0  1.0D+00  1.3D-02  3.094D-04  7.768D-01
 5784 6407     0     0  con    0  1.0D+00  7.4D-02  5.776D-04  7.768D-01
 5785 6409     0     0  con    1  2.1D-01  1.3D-02  3.427D-04  7.768D-01
 5786 6410     0     0  con    0  1.0D+00  8.7D-02  2.531D-04  7.768D-01
 5787 6412     0     0  con    1  4.5D-01  5.2D-02  6.521D-04  7.768D-01
 5788 6413     0     0  con    0  1.0D+00  6.2D-02  4.375D-04  7.768D-01
 5789 6414     0     0  con    0  1.0D+00  6.9D-02  2.481D-04  7.768D-01
 5790 6415     0     0  con    0  1.0D+00  5.6D-02  3.914D-04  7.768D-01
 5791 6416     0     0  con    0  1.0D+00  4.2D-02  4.011D-04  7.768D-01
 5792 6417     0     0  con    0  1.0D+00  8.3D-02  1.595D-04  7.767D-01
 5793 6419     0     0  con    1  2.6D-01  1.3D-02  8.444D-04  7.767D-01
 5794 6420     0     0  con    0  1.0D+00  3.2D-02  2.838D-04  7.767D-01
 5795 6421     0     0  con    0  1.0D+00  1.2D-02  1.462D-04  7.767D-01
 5796 6422     0     0  con    0  1.0D+00  2.0D-02  4.647D-04  7.767D-01
 5797 6423     0     0  con    0  1.0D+00  5.5D-02  1.048D-03  7.767D-01
 5798 6424     0     0  con    0  1.0D+00  5.1D-02  5.758D-04  7.767D-01
 5799 6425     0     0  con    0  1.0D+00  2.7D-02  5.628D-04  7.767D-01
 5800 6426     0     0  con    0  1.0D+00  1.3D-01  4.790D-04  7.767D-01
 5801 6427     0     0  con    0  1.0D+00  7.4D-02  1.980D-04  7.767D-01
 5802 6428     0     0  con    0  1.0D+00  1.2D-01  8.759D-04  7.767D-01
 5803 6429     0     0  con    0  1.0D+00  4.6D-02  5.854D-04  7.767D-01
 5804 6430     0     0  con    0  1.0D+00  1.5D-02  2.947D-04  7.767D-01
 5805 6431     0     0  con    0  1.0D+00  1.5D-02  6.299D-04  7.767D-01
 5806 6432     0     0  con    0  1.0D+00  9.6D-03  4.328D-04  7.767D-01
 5807 6433     0     0  con    0  1.0D+00  1.4D-02  3.515D-04  7.767D-01
 5808 6434     0     0  con    0  1.0D+00  3.6D-02  3.864D-04  7.767D-01
 5809 6435     0     0  con    0  1.0D+00  1.1D-01  1.082D-03  7.767D-01
 5810 6436     0     0  con    0  1.0D+00  2.0D-02  2.835D-04  7.767D-01
 5811 6437     0     0  con    0  1.0D+00  4.7D-03  2.379D-04  7.767D-01
 5812 6438     0     0  con    0  1.0D+00  2.3D-02  3.653D-04  7.767D-01
 5813 6439     0     0  con    0  1.0D+00  1.6D-01  7.439D-04  7.767D-01
 5814 6440     0     0  con    0  1.0D+00  1.7D-01  6.192D-04  7.767D-01
 5815 6441     0     0  con    0  1.0D+00  1.5D-02  1.976D-04  7.767D-01
 5816 6442     0     0  con    0  1.0D+00  1.9D-02  1.686D-04  7.767D-01
 5817 6443     0     0  con    0  1.0D+00  1.1D-02  3.016D-04  7.767D-01
 5818 6444     0     0  con    0  1.0D+00  3.5D-02  5.594D-04  7.767D-01
 5819 6445     0     0  con    0  1.0D+00  2.7D-02  9.508D-04  7.767D-01
 5820 6446     0     0  con    0  1.0D+00  2.3D-02  1.995D-04  7.767D-01
 5821 6447     0     0  con    0  1.0D+00  8.6D-03  1.854D-04  7.767D-01
 5822 6448     0     0  con    0  1.0D+00  9.4D-03  2.273D-04  7.767D-01
 5823 6449     0     0  con    0  1.0D+00  3.3D-02  5.484D-04  7.767D-01
 5824 6450     0     0  con    0  1.0D+00  7.9D-02  6.354D-04  7.766D-01
 5825 6451     0     0  con    0  1.0D+00  2.9D-02  3.833D-04  7.766D-01
 5826 6452     0     0  con    0  1.0D+00  1.9D-02  2.870D-04  7.766D-01
 5827 6453     0     0  con    0  1.0D+00  2.9D-02  4.806D-04  7.766D-01
 5828 6454     0     0  con    0  1.0D+00  5.3D-02  1.794D-04  7.766D-01
 5829 6455     0     0  con    0  1.0D+00  4.2D-02  1.180D-04  7.766D-01
 5830 6456     0     0  con    0  1.0D+00  1.5D-01  4.637D-04  7.766D-01
 5831 6458     0     0  con    1  1.1D-01  1.7D-02  4.201D-04  7.766D-01
 5832 6459     0     0  con    0  1.0D+00  2.5D-02  1.992D-04  7.766D-01
 5833 6460     0     0  con    0  1.0D+00  5.2D-03  1.459D-04  7.766D-01
 5834 6461     0     0  con    0  1.0D+00  5.9D-03  4.095D-04  7.766D-01
 5835 6462     0     0  con    0  1.0D+00  2.5D-02  2.123D-04  7.766D-01
 5836 6464     0     0  con    1  2.6D-01  1.6D-02  7.025D-04  7.766D-01
 5837 6465     0     0  con    0  1.0D+00  1.7D-02  3.162D-04  7.766D-01
 5838 6466     0     0  con    0  1.0D+00  2.7D-02  2.052D-04  7.766D-01
 5839 6467     0     0  con    0  1.0D+00  2.1D-02  2.901D-04  7.766D-01
 5840 6468     0     0  con    0  1.0D+00  2.7D-02  3.632D-04  7.766D-01
 5841 6469     0     0  con    0  1.0D+00  3.0D-02  3.645D-04  7.766D-01
 5842 6471     0     0  con    1  5.2D-01  2.2D-02  9.495D-04  7.766D-01
 5843 6472     0     0  con    0  1.0D+00  1.1D-02  1.140D-03  7.766D-01
 5844 6473     0     0  con    0  1.0D+00  1.5D-02  3.216D-04  7.766D-01
 5845 6474     0     0  con    0  1.0D+00  3.6D-03  1.802D-04  7.766D-01
 5846 6475     0     0  con    0  1.0D+00  5.2D-03  1.684D-04  7.766D-01
 5847 6476     0     0  con    0  1.0D+00  2.1D-02  4.864D-04  7.766D-01
 5848 6478     0     0  con    1  3.4D-01  1.9D-02  4.750D-04  7.766D-01
 5849 6479     0     0  con    0  1.0D+00  3.0D-02  2.369D-04  7.766D-01
 5850 6480     0     0  con    0  1.0D+00  2.6D-02  1.897D-04  7.766D-01
 5851 6481     0     0  con    0  1.0D+00  2.7D-02  2.638D-04  7.766D-01
 5852 6482     0     0  con    0  1.0D+00  4.4D-02  3.598D-04  7.766D-01
 5853 6483     0     0  con    0  1.0D+00  4.8D-02  6.677D-04  7.766D-01
 5854 6484     0     0  con    0  1.0D+00  2.0D-02  7.380D-04  7.766D-01
 5855 6485     0     0  con    0  1.0D+00  8.6D-03  1.890D-04  7.765D-01
 5856 6486     0     0  con    0  1.0D+00  7.3D-03  1.998D-04  7.765D-01
 5857 6487     0     0  con    0  1.0D+00  1.2D-02  3.199D-04  7.765D-01
 5858 6488     0     0  con    0  1.0D+00  3.5D-02  2.312D-04  7.765D-01
 5859 6490     0     0  con    1  4.8D-01  5.6D-02  1.007D-03  7.765D-01
 5860 6491     0     0  con    0  1.0D+00  3.9D-02  2.605D-04  7.765D-01
 5861 6492     0     0  con    0  1.0D+00  2.4D-02  2.206D-04  7.765D-01
 5862 6493     0     0  con    0  1.0D+00  1.4D-02  3.978D-04  7.765D-01
 5863 6494     0     0  con    0  1.0D+00  1.7D-02  4.745D-04  7.765D-01
 5864 6495     0     0  con    0  1.0D+00  4.4D-02  1.542D-03  7.765D-01
 5865 6496     0     0  con    0  1.0D+00  2.1D-02  1.108D-03  7.765D-01
 5866 6497     0     0  con    0  1.0D+00  1.6D-02  4.582D-04  7.765D-01
 5867 6498     0     0  con    0  1.0D+00  3.1D-03  2.503D-04  7.765D-01
 5868 6499     0     0  con    0  1.0D+00  6.1D-03  3.558D-04  7.765D-01
 5869 6500     0     0  con    0  1.0D+00  1.4D-02  4.547D-04  7.765D-01
 5870 6501     0     0  con    0  1.0D+00  1.8D-02  3.150D-04  7.765D-01
 5871 6503     0     0  con    1  1.3D-01  3.5D-02  7.060D-04  7.765D-01
 5872 6504     0     0  con    0  1.0D+00  1.8D-02  3.211D-04  7.765D-01
 5873 6505     0     0  con    0  1.0D+00  1.5D-02  1.982D-04  7.765D-01
 5874 6506     0     0  con    0  1.0D+00  6.4D-03  2.365D-04  7.765D-01
 5875 6507     0     0  con    0  1.0D+00  2.1D-02  4.288D-04  7.765D-01
 5876 6509     0     0  con    1  5.0D-01  2.4D-02  1.046D-03  7.765D-01
 5877 6510     0     0  con    0  1.0D+00  4.4D-02  1.931D-04  7.765D-01
 5878 6511     0     0  con    0  1.0D+00  2.0D-02  3.115D-04  7.765D-01
 5879 6512     0     0  con    0  1.0D+00  6.7D-02  2.094D-04  7.765D-01
 5880 6513     0     0  con    0  1.0D+00  5.1D-02  2.638D-04  7.765D-01
 5881 6514     0     0  con    0  1.0D+00  1.7D-02  1.343D-04  7.765D-01
 5882 6515     0     0  con    0  1.0D+00  5.2D-02  3.250D-04  7.765D-01
 5883 6516     0     0  con    0  1.0D+00  3.0D-02  1.552D-04  7.765D-01
 5884 6517     0     0  con    0  1.0D+00  9.3D-02  3.048D-04  7.765D-01
 5885 6518     0     0  con    0  1.0D+00  6.9D-02  8.014D-04  7.765D-01
 5886 6519     0     0  con    0  1.0D+00  1.5D-02  4.196D-04  7.765D-01
 5887 6520     0     0  con    0  1.0D+00  9.6D-03  1.229D-04  7.765D-01
 5888 6521     0     0  con    0  1.0D+00  3.2D-03  2.102D-04  7.765D-01
 5889 6522     0     0  con    0  1.0D+00  1.4D-02  5.391D-04  7.765D-01
 5890 6524     0     0  con    1  1.4D-01  2.0D-02  9.776D-04  7.765D-01
 5891 6525     0     0  con    0  1.0D+00  1.1D-02  6.861D-04  7.765D-01
 5892 6526     0     0  con    0  1.0D+00  2.8D-02  3.243D-04  7.764D-01
 5893 6527     0     0  con    0  1.0D+00  1.6D-02  3.419D-04  7.764D-01
 5894 6528     0     0  con    0  1.0D+00  2.6D-02  4.413D-04  7.764D-01
 5895 6529     0     0  con    0  1.0D+00  3.0D-02  3.845D-04  7.764D-01
 5896 6531     0     0  con    1  2.1D-01  3.2D-02  6.522D-04  7.764D-01
 5897 6532     0     0  con    0  1.0D+00  2.0D-02  1.490D-04  7.764D-01
 5898 6533     0     0  con    0  1.0D+00  1.4D-03  1.877D-04  7.764D-01
 5899 6534     0     0  con    0  1.0D+00  8.1D-03  3.365D-04  7.764D-01
 5900 6535     0     0  con    0  1.0D+00  2.2D-02  3.852D-04  7.764D-01
 5901 6536     0     0  con    0  1.0D+00  2.1D-02  5.009D-04  7.764D-01
 5902 6538     0     0  con    1  3.2D-01  2.6D-02  5.703D-04  7.764D-01
 5903 6539     0     0  con    0  1.0D+00  3.3D-03  4.280D-04  7.764D-01
 5904 6540     0     0  con    0  1.0D+00  1.1D-02  2.342D-04  7.764D-01
 5905 6541     0     0  con    0  1.0D+00  1.0D-02  1.662D-04  7.764D-01
 5906 6542     0     0  con    0  1.0D+00  2.7D-02  3.160D-04  7.764D-01
 5907 6543     0     0  con    0  1.0D+00  3.0D-02  4.216D-04  7.764D-01
 5908 6544     0     0  con    0  1.0D+00  3.3D-02  5.813D-04  7.764D-01
 5909 6546     0     0  con    1  2.1D-01  2.5D-02  7.228D-04  7.764D-01
 5910 6547     0     0  con    0  1.0D+00  1.4D-02  2.135D-04  7.764D-01
 5911 6548     0     0  con    0  1.0D+00  9.8D-03  2.459D-04  7.764D-01
 5912 6549     0     0  con    0  1.0D+00  1.0D-02  4.084D-04  7.764D-01
 5913 6550     0     0  con    0  1.0D+00  7.7D-03  3.652D-04  7.764D-01
 5914 6552     0     0  con    1  5.4D-02  8.6D-03  9.539D-04  7.764D-01
 5915 6553     0     0  con    0  1.0D+00  1.7D-02  4.855D-04  7.764D-01
 5916 6554     0     0  con    0  1.0D+00  2.3D-02  1.467D-04  7.764D-01
 5917 6555     0     0  con    0  1.0D+00  1.6D-02  1.734D-04  7.764D-01
 5918 6556     0     0  con    0  1.0D+00  1.1D-02  2.493D-04  7.764D-01
 5919 6557     0     0  con    0  1.0D+00  1.7D-02  2.865D-04  7.764D-01
 5920 6558     0     0  con    0  1.0D+00  3.0D-02  3.171D-04  7.764D-01
 5921 6560     0     0  con    1  2.3D-01  2.4D-02  7.539D-04  7.764D-01
 5922 6561     0     0  con    0  1.0D+00  3.2D-02  1.915D-04  7.763D-01
 5923 6562     0     0  con    0  1.0D+00  1.1D-02  1.884D-04  7.763D-01
 5924 6563     0     0  con    0  1.0D+00  1.0D-02  2.414D-04  7.763D-01
 5925 6564     0     0  con    0  1.0D+00  7.7D-03  8.002D-04  7.763D-01
 5926 6565     0     0  con    0  1.0D+00  2.4D-02  1.810D-04  7.763D-01
 5927 6566     0     0  con    0  1.0D+00  3.6D-02  2.394D-04  7.763D-01
 5928 6567     0     0  con    0  1.0D+00  4.3D-02  2.478D-04  7.763D-01
 5929 6569     0     0  con    1  4.7D-01  2.1D-02  9.073D-04  7.763D-01
 5930 6570     0     0  con    0  1.0D+00  4.9D-02  5.191D-04  7.763D-01
 5931 6571     0     0  con    0  1.0D+00  3.1D-02  1.115D-04  7.763D-01
 5932 6572     0     0  con    0  1.0D+00  1.7D-02  2.055D-04  7.763D-01
 5933 6573     0     0  con    0  1.0D+00  1.6D-02  2.686D-04  7.763D-01
 5934 6574     0     0  con    0  1.0D+00  3.2D-02  4.854D-04  7.763D-01
 5935 6576     0     0  con    1  4.9D-01  3.8D-02  5.368D-04  7.763D-01
 5936 6577     0     0  con    0  1.0D+00  2.1D-02  5.437D-04  7.763D-01
 5937 6578     0     0  con    0  1.0D+00  6.6D-03  4.386D-04  7.763D-01
 5938 6580     0     0  con    1  4.5D-01  2.8D-02  1.173D-03  7.763D-01
 5939 6581     0     0  con    0  1.0D+00  1.1D-02  3.384D-04  7.763D-01
 5940 6582     0     0  con    0  1.0D+00  1.5D-02  1.849D-04  7.763D-01
 5941 6583     0     0  con    0  1.0D+00  1.4D-02  2.966D-04  7.763D-01
 5942 6584     0     0  con    0  1.0D+00  2.3D-02  3.847D-04  7.763D-01
 5943 6585     0     0  con    0  1.0D+00  1.1D-01  1.211D-03  7.763D-01
 5944 6586     0     0  con    0  1.0D+00  3.7D-02  8.121D-04  7.763D-01
 5945 6587     0     0  con    0  1.0D+00  8.6D-03  2.597D-04  7.763D-01
 5946 6588     0     0  con    0  1.0D+00  3.0D-02  2.994D-04  7.763D-01
 5947 6589     0     0  con    0  1.0D+00  2.2D-03  4.146D-04  7.763D-01
 5948 6590     0     0  con    0  1.0D+00  1.6D-02  4.751D-04  7.763D-01
 5949 6591     0     0  con    0  1.0D+00  7.8D-02  3.159D-04  7.762D-01
 5950 6593     0     0  con    1  2.9D-01  1.5D-02  1.211D-03  7.762D-01
 5951 6594     0     0  con    0  1.0D+00  3.9D-02  8.161D-04  7.762D-01
 5952 6595     0     0  con    0  1.0D+00  8.1D-02  2.873D-04  7.762D-01
 5953 6596     0     0  con    0  1.0D+00  4.6D-02  1.952D-04  7.762D-01
 5954 6597     0     0  con    0  1.0D+00  3.4D-02  1.976D-04  7.762D-01
 5955 6598     0     0  con    0  1.0D+00  1.9D-02  1.230D-03  7.762D-01
 5956 6599     0     0  con    0  1.0D+00  1.1D-01  3.038D-04  7.762D-01
 5957 6600     0     0  con    0  1.0D+00  1.5D-02  2.047D-04  7.762D-01
 5958 6602     0     0  con    1  2.5D-01  3.9D-02  6.970D-04  7.762D-01
 5959 6603     0     0  con    0  1.0D+00  1.2D-02  3.606D-04  7.762D-01
 5960 6604     0     0  con    0  1.0D+00  2.6D-02  1.564D-04  7.762D-01
 5961 6605     0     0  con    0  1.0D+00  7.4D-02  4.435D-04  7.762D-01
 5962 6607     0     0  con    1  2.9D-01  9.5D-03  3.214D-04  7.762D-01
 5963 6608     0     0  con    0  1.0D+00  3.3D-02  1.789D-04  7.762D-01
 5964 6609     0     0  con    0  1.0D+00  4.0D-02  1.614D-04  7.762D-01
 5965 6610     0     0  con    0  1.0D+00  9.9D-02  1.915D-04  7.762D-01
 5966 6611     0     0  con    0  1.0D+00  6.0D-02  1.937D-04  7.762D-01
 5967 6612     0     0  con    0  1.0D+00  1.4D-01  6.859D-04  7.762D-01
 5968 6613     0     0  con    0  1.0D+00  1.6D-02  6.549D-04  7.762D-01
 5969 6614     0     0  con    0  1.0D+00  1.0D-02  1.937D-04  7.761D-01
 5970 6615     0     0  con    0  1.0D+00  6.3D-03  1.880D-04  7.761D-01
 5971 6616     0     0  con    0  1.0D+00  6.3D-02  7.548D-04  7.761D-01
 5972 6617     0     0  con    0  1.0D+00  3.3D-02  1.780D-04  7.761D-01
 5973 6618     0     0  con    0  1.0D+00  2.5D-02  2.380D-04  7.761D-01
 5974 6620     0     0  con    1  8.7D-02  2.0D-02  8.158D-04  7.761D-01
 5975 6621     0     0  con    0  1.0D+00  7.3D-02  3.174D-04  7.761D-01
